"","siteID","year","season","total_count_per_100_trapnight","richness","domain_id","site_name","site_type","latitude","longitude","mean_elevation_m","minimum_elevation_m","maximum_elevation_m","mean_annual_temperature_C","mean_annual_precipitation_mm","dominant_wind_direction","mean_canopy_height_m","dominant_nlcd_classes","domint_plant_species","usgs_geology_unit","megapit_soil_family","soil_subgroup","avg_number_of_green_days","avg_green_max_doy"
"69","CPER","2018","spring",7.77222222222222,7,"D10","Central Plains Experimental Range NEON","Core Terrestrial",40.815536,-104.74559,1654,1601,1686,8.6,344,"NW","0.4","Grassland/Herbaceous","Bouteloua gracilis (Blue grama)|Hesperostipa comata (Needle-and-thread grass)|Thelesperma filifolium (Stiff greenthread)","COKl;0","Fine, loamy, mixed, superactive, mesic.  Aridic Argiustolls.","Aridic Argiustolls",260,"165"
"70","CPER","2018","summer",8.58333333333333,8,"D10","Central Plains Experimental Range NEON","Core Terrestrial",40.815536,-104.74559,1654,1601,1686,8.6,344,"NW","0.4","Grassland/Herbaceous","Bouteloua gracilis (Blue grama)|Hesperostipa comata (Needle-and-thread grass)|Thelesperma filifolium (Stiff greenthread)","COKl;0","Fine, loamy, mixed, superactive, mesic.  Aridic Argiustolls.","Aridic Argiustolls",260,"165"
"71","CPER","2019","spring",6.86111111111111,8,"D10","Central Plains Experimental Range NEON","Core Terrestrial",40.815536,-104.74559,1654,1601,1686,8.6,344,"NW","0.4","Grassland/Herbaceous","Bouteloua gracilis (Blue grama)|Hesperostipa comata (Needle-and-thread grass)|Thelesperma filifolium (Stiff greenthread)","COKl;0","Fine, loamy, mixed, superactive, mesic.  Aridic Argiustolls.","Aridic Argiustolls",260,"165"
"72","CPER","2019","summer",7.20833333333333,7,"D10","Central Plains Experimental Range NEON","Core Terrestrial",40.815536,-104.74559,1654,1601,1686,8.6,344,"NW","0.4","Grassland/Herbaceous","Bouteloua gracilis (Blue grama)|Hesperostipa comata (Needle-and-thread grass)|Thelesperma filifolium (Stiff greenthread)","COKl;0","Fine, loamy, mixed, superactive, mesic.  Aridic Argiustolls.","Aridic Argiustolls",260,"165"
"73","DCFS","2017","fall",6.98888888888889,4,"D09","Dakota Coteau Field Site NEON","Relocatable Terrestrial",47.16165,-99.10656,575,494,592,4.9,490,"NW","0.4","Grassland/Herbaceous","Elaeagnus commutata (slilverberry)|Poa pratensis (Kentucky bluegrass)|Crataegus chrysocarpa (fireberry hawthorn)","NDQct;0","Fine, loamy, mixed, superactive, frigid. Typic Haplustolls.","Typic Haplustolls",170,"180"
"74","DCFS","2017","spring",11.2,4,"D09","Dakota Coteau Field Site NEON","Relocatable Terrestrial",47.16165,-99.10656,575,494,592,4.9,490,"NW","0.4","Grassland/Herbaceous","Elaeagnus commutata (slilverberry)|Poa pratensis (Kentucky bluegrass)|Crataegus chrysocarpa (fireberry hawthorn)","NDQct;0","Fine, loamy, mixed, superactive, frigid. Typic Haplustolls.","Typic Haplustolls",170,"180"
"75","DCFS","2017","summer",9.34444444444444,5,"D09","Dakota Coteau Field Site NEON","Relocatable Terrestrial",47.16165,-99.10656,575,494,592,4.9,490,"NW","0.4","Grassland/Herbaceous","Elaeagnus commutata (slilverberry)|Poa pratensis (Kentucky bluegrass)|Crataegus chrysocarpa (fireberry hawthorn)","NDQct;0","Fine, loamy, mixed, superactive, frigid. Typic Haplustolls.","Typic Haplustolls",170,"180"
"76","DCFS","2018","fall",10.9166666666667,5,"D09","Dakota Coteau Field Site NEON","Relocatable Terrestrial",47.16165,-99.10656,575,494,592,4.9,490,"NW","0.4","Grassland/Herbaceous","Elaeagnus commutata (slilverberry)|Poa pratensis (Kentucky bluegrass)|Crataegus chrysocarpa (fireberry hawthorn)","NDQct;0","Fine, loamy, mixed, superactive, frigid. Typic Haplustolls.","Typic Haplustolls",170,"180"
"77","DCFS","2018","spring",7.69754521963824,6,"D09","Dakota Coteau Field Site NEON","Relocatable Terrestrial",47.16165,-99.10656,575,494,592,4.9,490,"NW","0.4","Grassland/Herbaceous","Elaeagnus commutata (slilverberry)|Poa pratensis (Kentucky bluegrass)|Crataegus chrysocarpa (fireberry hawthorn)","NDQct;0","Fine, loamy, mixed, superactive, frigid. Typic Haplustolls.","Typic Haplustolls",170,"180"
"78","DCFS","2018","summer",17.5472222222222,7,"D09","Dakota Coteau Field Site NEON","Relocatable Terrestrial",47.16165,-99.10656,575,494,592,4.9,490,"NW","0.4","Grassland/Herbaceous","Elaeagnus commutata (slilverberry)|Poa pratensis (Kentucky bluegrass)|Crataegus chrysocarpa (fireberry hawthorn)","NDQct;0","Fine, loamy, mixed, superactive, frigid. Typic Haplustolls.","Typic Haplustolls",170,"180"
"79","DCFS","2019","fall",2,1,"D09","Dakota Coteau Field Site NEON","Relocatable Terrestrial",47.16165,-99.10656,575,494,592,4.9,490,"NW","0.4","Grassland/Herbaceous","Elaeagnus commutata (slilverberry)|Poa pratensis (Kentucky bluegrass)|Crataegus chrysocarpa (fireberry hawthorn)","NDQct;0","Fine, loamy, mixed, superactive, frigid. Typic Haplustolls.","Typic Haplustolls",170,"180"
"80","DCFS","2019","spring",8.9469696969697,6,"D09","Dakota Coteau Field Site NEON","Relocatable Terrestrial",47.16165,-99.10656,575,494,592,4.9,490,"NW","0.4","Grassland/Herbaceous","Elaeagnus commutata (slilverberry)|Poa pratensis (Kentucky bluegrass)|Crataegus chrysocarpa (fireberry hawthorn)","NDQct;0","Fine, loamy, mixed, superactive, frigid. Typic Haplustolls.","Typic Haplustolls",170,"180"
"81","DCFS","2019","summer",13.7888888888889,6,"D09","Dakota Coteau Field Site NEON","Relocatable Terrestrial",47.16165,-99.10656,575,494,592,4.9,490,"NW","0.4","Grassland/Herbaceous","Elaeagnus commutata (slilverberry)|Poa pratensis (Kentucky bluegrass)|Crataegus chrysocarpa (fireberry hawthorn)","NDQct;0","Fine, loamy, mixed, superactive, frigid. Typic Haplustolls.","Typic Haplustolls",170,"180"
"82","DEJU","2016","summer",1.875,1,"D19","Delta Junction NEON","Relocatable Terrestrial",63.88112,-145.75136,517,444,581,-3,305,"E","10","Evergreen Forest|Shrub/Scrub|Woody Wetlands","Picea maria (black spruce)|Vaccinium vitis-idaea (lingonberry)|Betula glandulosa / Betula  (American dwarf birch)","A003.MH002_140","Coarse, loamy, mixed, superactive. Typic Haplocryepts.","Typic Haplocryepts",120,"170"
"83","DEJU","2017","spring",9.08585858585859,3,"D19","Delta Junction NEON","Relocatable Terrestrial",63.88112,-145.75136,517,444,581,-3,305,"E","10","Evergreen Forest|Shrub/Scrub|Woody Wetlands","Picea maria (black spruce)|Vaccinium vitis-idaea (lingonberry)|Betula glandulosa / Betula  (American dwarf birch)","A003.MH002_140","Coarse, loamy, mixed, superactive. Typic Haplocryepts.","Typic Haplocryepts",120,"170"
"84","DEJU","2017","summer",17.4166666666667,4,"D19","Delta Junction NEON","Relocatable Terrestrial",63.88112,-145.75136,517,444,581,-3,305,"E","10","Evergreen Forest|Shrub/Scrub|Woody Wetlands","Picea maria (black spruce)|Vaccinium vitis-idaea (lingonberry)|Betula glandulosa / Betula  (American dwarf birch)","A003.MH002_140","Coarse, loamy, mixed, superactive. Typic Haplocryepts.","Typic Haplocryepts",120,"170"
"85","DEJU","2018","spring",2.38888888888889,1,"D19","Delta Junction NEON","Relocatable Terrestrial",63.88112,-145.75136,517,444,581,-3,305,"E","10","Evergreen Forest|Shrub/Scrub|Woody Wetlands","Picea maria (black spruce)|Vaccinium vitis-idaea (lingonberry)|Betula glandulosa / Betula  (American dwarf birch)","A003.MH002_140","Coarse, loamy, mixed, superactive. Typic Haplocryepts.","Typic Haplocryepts",120,"170"
"86","DEJU","2018","summer",3.6,1,"D19","Delta Junction NEON","Relocatable Terrestrial",63.88112,-145.75136,517,444,581,-3,305,"E","10","Evergreen Forest|Shrub/Scrub|Woody Wetlands","Picea maria (black spruce)|Vaccinium vitis-idaea (lingonberry)|Betula glandulosa / Betula  (American dwarf birch)","A003.MH002_140","Coarse, loamy, mixed, superactive. Typic Haplocryepts.","Typic Haplocryepts",120,"170"
"87","DEJU","2019","spring",3.38888888888889,2,"D19","Delta Junction NEON","Relocatable Terrestrial",63.88112,-145.75136,517,444,581,-3,305,"E","10","Evergreen Forest|Shrub/Scrub|Woody Wetlands","Picea maria (black spruce)|Vaccinium vitis-idaea (lingonberry)|Betula glandulosa / Betula  (American dwarf birch)","A003.MH002_140","Coarse, loamy, mixed, superactive. Typic Haplocryepts.","Typic Haplocryepts",120,"170"
"88","DEJU","2019","summer",5.66666666666667,3,"D19","Delta Junction NEON","Relocatable Terrestrial",63.88112,-145.75136,517,444,581,-3,305,"E","10","Evergreen Forest|Shrub/Scrub|Woody Wetlands","Picea maria (black spruce)|Vaccinium vitis-idaea (lingonberry)|Betula glandulosa / Betula  (American dwarf birch)","A003.MH002_140","Coarse, loamy, mixed, superactive. Typic Haplocryepts.","Typic Haplocryepts",120,"170"
"89","DELA","2015","fall",2.61111111111111,1,"D08","Dead Lake NEON","Relocatable Terrestrial",32.541727,-87.803877,25,21,41,17.6,1372,"SW","30","Evergreen Forest|Woody Wetlands","Quercus nigra (Water oak)|Celtis laevigata (Sugarberry)|Acer rubrum (Red maple)","ALHalt;0","Fine, mixed, semiactive, thermic. Aquic Paleudults.","Aquic Paleudults",270,"135"
"90","DELA","2015","summer",4,3,"D08","Dead Lake NEON","Relocatable Terrestrial",32.541727,-87.803877,25,21,41,17.6,1372,"SW","30","Evergreen Forest|Woody Wetlands","Quercus nigra (Water oak)|Celtis laevigata (Sugarberry)|Acer rubrum (Red maple)","ALHalt;0","Fine, mixed, semiactive, thermic. Aquic Paleudults.","Aquic Paleudults",270,"135"
"91","DELA","2016","fall",2.88888888888889,1,"D08","Dead Lake NEON","Relocatable Terrestrial",32.541727,-87.803877,25,21,41,17.6,1372,"SW","30","Evergreen Forest|Woody Wetlands","Quercus nigra (Water oak)|Celtis laevigata (Sugarberry)|Acer rubrum (Red maple)","ALHalt;0","Fine, mixed, semiactive, thermic. Aquic Paleudults.","Aquic Paleudults",270,"135"
"92","DELA","2016","spring",2.5,1,"D08","Dead Lake NEON","Relocatable Terrestrial",32.541727,-87.803877,25,21,41,17.6,1372,"SW","30","Evergreen Forest|Woody Wetlands","Quercus nigra (Water oak)|Celtis laevigata (Sugarberry)|Acer rubrum (Red maple)","ALHalt;0","Fine, mixed, semiactive, thermic. Aquic Paleudults.","Aquic Paleudults",270,"135"
"93","DELA","2016","summer",4.88888888888889,3,"D08","Dead Lake NEON","Relocatable Terrestrial",32.541727,-87.803877,25,21,41,17.6,1372,"SW","30","Evergreen Forest|Woody Wetlands","Quercus nigra (Water oak)|Celtis laevigata (Sugarberry)|Acer rubrum (Red maple)","ALHalt;0","Fine, mixed, semiactive, thermic. Aquic Paleudults.","Aquic Paleudults",270,"135"
"94","DELA","2017","spring",6.5,3,"D08","Dead Lake NEON","Relocatable Terrestrial",32.541727,-87.803877,25,21,41,17.6,1372,"SW","30","Evergreen Forest|Woody Wetlands","Quercus nigra (Water oak)|Celtis laevigata (Sugarberry)|Acer rubrum (Red maple)","ALHalt;0","Fine, mixed, semiactive, thermic. Aquic Paleudults.","Aquic Paleudults",270,"135"
"95","DELA","2017","summer",5.2243280069367,6,"D08","Dead Lake NEON","Relocatable Terrestrial",32.541727,-87.803877,25,21,41,17.6,1372,"SW","30","Evergreen Forest|Woody Wetlands","Quercus nigra (Water oak)|Celtis laevigata (Sugarberry)|Acer rubrum (Red maple)","ALHalt;0","Fine, mixed, semiactive, thermic. Aquic Paleudults.","Aquic Paleudults",270,"135"
"96","DELA","2018","spring",6.58333333333333,4,"D08","Dead Lake NEON","Relocatable Terrestrial",32.541727,-87.803877,25,21,41,17.6,1372,"SW","30","Evergreen Forest|Woody Wetlands","Quercus nigra (Water oak)|Celtis laevigata (Sugarberry)|Acer rubrum (Red maple)","ALHalt;0","Fine, mixed, semiactive, thermic. Aquic Paleudults.","Aquic Paleudults",270,"135"
"97","DELA","2018","summer",5.16492482581592,2,"D08","Dead Lake NEON","Relocatable Terrestrial",32.541727,-87.803877,25,21,41,17.6,1372,"SW","30","Evergreen Forest|Woody Wetlands","Quercus nigra (Water oak)|Celtis laevigata (Sugarberry)|Acer rubrum (Red maple)","ALHalt;0","Fine, mixed, semiactive, thermic. Aquic Paleudults.","Aquic Paleudults",270,"135"
"98","DELA","2019","spring",1.66666666666667,1,"D08","Dead Lake NEON","Relocatable Terrestrial",32.541727,-87.803877,25,21,41,17.6,1372,"SW","30","Evergreen Forest|Woody Wetlands","Quercus nigra (Water oak)|Celtis laevigata (Sugarberry)|Acer rubrum (Red maple)","ALHalt;0","Fine, mixed, semiactive, thermic. Aquic Paleudults.","Aquic Paleudults",270,"135"
"99","DELA","2019","summer",1,1,"D08","Dead Lake NEON","Relocatable Terrestrial",32.541727,-87.803877,25,21,41,17.6,1372,"SW","30","Evergreen Forest|Woody Wetlands","Quercus nigra (Water oak)|Celtis laevigata (Sugarberry)|Acer rubrum (Red maple)","ALHalt;0","Fine, mixed, semiactive, thermic. Aquic Paleudults.","Aquic Paleudults",270,"135"
"100","DSNY","2013","summer",1.4,1,"D03","Disney Wilderness Preserve NEON","Relocatable Terrestrial",28.12505,-81.43619,20,15,22,22.5,1216,"E","1.5","Pasture/Hay|Woody Wetlands","Andropogon virginicus (broomsedge bluestem)|Aristida beyrichia (wiregrass)|Axonopus furcatus (big carpetgrass)","FLPSHu;0","Sandy, siliceous, hyperthermic.  Aeric Alaquods.","Aeric Alaquods",260,"140"
"101","DSNY","2014","spring",2.04166666666667,2,"D03","Disney Wilderness Preserve NEON","Relocatable Terrestrial",28.12505,-81.43619,20,15,22,22.5,1216,"E","1.5","Pasture/Hay|Woody Wetlands","Andropogon virginicus (broomsedge bluestem)|Aristida beyrichia (wiregrass)|Axonopus furcatus (big carpetgrass)","FLPSHu;0","Sandy, siliceous, hyperthermic.  Aeric Alaquods.","Aeric Alaquods",260,"140"
"102","DSNY","2014","summer",2,3,"D03","Disney Wilderness Preserve NEON","Relocatable Terrestrial",28.12505,-81.43619,20,15,22,22.5,1216,"E","1.5","Pasture/Hay|Woody Wetlands","Andropogon virginicus (broomsedge bluestem)|Aristida beyrichia (wiregrass)|Axonopus furcatus (big carpetgrass)","FLPSHu;0","Sandy, siliceous, hyperthermic.  Aeric Alaquods.","Aeric Alaquods",260,"140"
"103","DSNY","2015","fall",25,1,"D03","Disney Wilderness Preserve NEON","Relocatable Terrestrial",28.12505,-81.43619,20,15,22,22.5,1216,"E","1.5","Pasture/Hay|Woody Wetlands","Andropogon virginicus (broomsedge bluestem)|Aristida beyrichia (wiregrass)|Axonopus furcatus (big carpetgrass)","FLPSHu;0","Sandy, siliceous, hyperthermic.  Aeric Alaquods.","Aeric Alaquods",260,"140"
"104","DSNY","2015","spring",2,2,"D03","Disney Wilderness Preserve NEON","Relocatable Terrestrial",28.12505,-81.43619,20,15,22,22.5,1216,"E","1.5","Pasture/Hay|Woody Wetlands","Andropogon virginicus (broomsedge bluestem)|Aristida beyrichia (wiregrass)|Axonopus furcatus (big carpetgrass)","FLPSHu;0","Sandy, siliceous, hyperthermic.  Aeric Alaquods.","Aeric Alaquods",260,"140"
"105","DSNY","2015","summer",1.5,2,"D03","Disney Wilderness Preserve NEON","Relocatable Terrestrial",28.12505,-81.43619,20,15,22,22.5,1216,"E","1.5","Pasture/Hay|Woody Wetlands","Andropogon virginicus (broomsedge bluestem)|Aristida beyrichia (wiregrass)|Axonopus furcatus (big carpetgrass)","FLPSHu;0","Sandy, siliceous, hyperthermic.  Aeric Alaquods.","Aeric Alaquods",260,"140"
"106","DSNY","2016","fall",6.00099206349206,4,"D03","Disney Wilderness Preserve NEON","Relocatable Terrestrial",28.12505,-81.43619,20,15,22,22.5,1216,"E","1.5","Pasture/Hay|Woody Wetlands","Andropogon virginicus (broomsedge bluestem)|Aristida beyrichia (wiregrass)|Axonopus furcatus (big carpetgrass)","FLPSHu;0","Sandy, siliceous, hyperthermic.  Aeric Alaquods.","Aeric Alaquods",260,"140"
"107","DSNY","2016","spring",6,4,"D03","Disney Wilderness Preserve NEON","Relocatable Terrestrial",28.12505,-81.43619,20,15,22,22.5,1216,"E","1.5","Pasture/Hay|Woody Wetlands","Andropogon virginicus (broomsedge bluestem)|Aristida beyrichia (wiregrass)|Axonopus furcatus (big carpetgrass)","FLPSHu;0","Sandy, siliceous, hyperthermic.  Aeric Alaquods.","Aeric Alaquods",260,"140"
"108","DSNY","2017","fall",9.27777777777778,5,"D03","Disney Wilderness Preserve NEON","Relocatable Terrestrial",28.12505,-81.43619,20,15,22,22.5,1216,"E","1.5","Pasture/Hay|Woody Wetlands","Andropogon virginicus (broomsedge bluestem)|Aristida beyrichia (wiregrass)|Axonopus furcatus (big carpetgrass)","FLPSHu;0","Sandy, siliceous, hyperthermic.  Aeric Alaquods.","Aeric Alaquods",260,"140"
"109","DSNY","2017","spring",5.66666666666667,4,"D03","Disney Wilderness Preserve NEON","Relocatable Terrestrial",28.12505,-81.43619,20,15,22,22.5,1216,"E","1.5","Pasture/Hay|Woody Wetlands","Andropogon virginicus (broomsedge bluestem)|Aristida beyrichia (wiregrass)|Axonopus furcatus (big carpetgrass)","FLPSHu;0","Sandy, siliceous, hyperthermic.  Aeric Alaquods.","Aeric Alaquods",260,"140"
"110","DSNY","2017","summer",4.91666666666667,2,"D03","Disney Wilderness Preserve NEON","Relocatable Terrestrial",28.12505,-81.43619,20,15,22,22.5,1216,"E","1.5","Pasture/Hay|Woody Wetlands","Andropogon virginicus (broomsedge bluestem)|Aristida beyrichia (wiregrass)|Axonopus furcatus (big carpetgrass)","FLPSHu;0","Sandy, siliceous, hyperthermic.  Aeric Alaquods.","Aeric Alaquods",260,"140"
"111","DSNY","2018","fall",3.92361111111111,4,"D03","Disney Wilderness Preserve NEON","Relocatable Terrestrial",28.12505,-81.43619,20,15,22,22.5,1216,"E","1.5","Pasture/Hay|Woody Wetlands","Andropogon virginicus (broomsedge bluestem)|Aristida beyrichia (wiregrass)|Axonopus furcatus (big carpetgrass)","FLPSHu;0","Sandy, siliceous, hyperthermic.  Aeric Alaquods.","Aeric Alaquods",260,"140"
"112","DSNY","2018","spring",3.61666666666667,3,"D03","Disney Wilderness Preserve NEON","Relocatable Terrestrial",28.12505,-81.43619,20,15,22,22.5,1216,"E","1.5","Pasture/Hay|Woody Wetlands","Andropogon virginicus (broomsedge bluestem)|Aristida beyrichia (wiregrass)|Axonopus furcatus (big carpetgrass)","FLPSHu;0","Sandy, siliceous, hyperthermic.  Aeric Alaquods.","Aeric Alaquods",260,"140"
"113","DSNY","2019","fall",2.88888888888889,2,"D03","Disney Wilderness Preserve NEON","Relocatable Terrestrial",28.12505,-81.43619,20,15,22,22.5,1216,"E","1.5","Pasture/Hay|Woody Wetlands","Andropogon virginicus (broomsedge bluestem)|Aristida beyrichia (wiregrass)|Axonopus furcatus (big carpetgrass)","FLPSHu;0","Sandy, siliceous, hyperthermic.  Aeric Alaquods.","Aeric Alaquods",260,"140"
"114","DSNY","2019","spring",4.67063492063492,3,"D03","Disney Wilderness Preserve NEON","Relocatable Terrestrial",28.12505,-81.43619,20,15,22,22.5,1216,"E","1.5","Pasture/Hay|Woody Wetlands","Andropogon virginicus (broomsedge bluestem)|Aristida beyrichia (wiregrass)|Axonopus furcatus (big carpetgrass)","FLPSHu;0","Sandy, siliceous, hyperthermic.  Aeric Alaquods.","Aeric Alaquods",260,"140"
"115","GRSM","2015","fall",20.2665061418202,5,"D07","Great Smoky Mountains National Park NEON","Relocatable Terrestrial",35.68896,-83.50195,575,426,1978,13.1,1375,"NW","30","Deciduous Forest|Evergreen Forest","Liriodendron tulipfera (tulip tree/yellow poplar)|Lindera benzoin (spicebush)|Acer rubrum (red maple)","TNpCAs;15","Loamy, skeletal, isotic, mesic.  Typic Humudepts.","Typic Humudepts",220,"155"
"116","GRSM","2015","spring",7.13888888888889,6,"D07","Great Smoky Mountains National Park NEON","Relocatable Terrestrial",35.68896,-83.50195,575,426,1978,13.1,1375,"NW","30","Deciduous Forest|Evergreen Forest","Liriodendron tulipfera (tulip tree/yellow poplar)|Lindera benzoin (spicebush)|Acer rubrum (red maple)","TNpCAs;15","Loamy, skeletal, isotic, mesic.  Typic Humudepts.","Typic Humudepts",220,"155"
"117","GRSM","2015","summer",14.1363681863682,7,"D07","Great Smoky Mountains National Park NEON","Relocatable Terrestrial",35.68896,-83.50195,575,426,1978,13.1,1375,"NW","30","Deciduous Forest|Evergreen Forest","Liriodendron tulipfera (tulip tree/yellow poplar)|Lindera benzoin (spicebush)|Acer rubrum (red maple)","TNpCAs;15","Loamy, skeletal, isotic, mesic.  Typic Humudepts.","Typic Humudepts",220,"155"
